Date,S&P500 Value,Shiller P/E Value
2020-12-30 00:00:00,"3,732.04",33.7
2020-12-29 00:00:00,"3,727.04",33.7
2020-12-28 00:00:00,"3,735.36",33.7
2020-12-24 00:00:00,"3,703.06",33.7
2020-12-23 00:00:00,"3,690.01",33.7
2020-12-22 00:00:00,"3,687.26",33.7
2020-12-21 00:00:00,"3,694.92",33.7
2020-12-18 00:00:00,"3,709.41",33.7
2020-12-17 00:00:00,"3,722.48",33.7
2020-12-16 00:00:00,"3,701.17",33.7
2020-12-15 00:00:00,"3,694.62",33.7
2020-12-14 00:00:00,"3,647.49",33.7
2020-12-11 00:00:00,"3,663.46",33.7
2020-12-10 00:00:00,"3,668.10",33.7
2020-12-09 00:00:00,"3,672.82",33.7
2020-12-08 00:00:00,"3,702.25",33.7
2020-12-07 00:00:00,"3,691.96",33.7
2020-12-04 00:00:00,"3,699.12",33.7
2020-12-03 00:00:00,"3,666.72",33.7
2020-12-02 00:00:00,"3,669.01",33.7
2020-12-01 00:00:00,"3,662.45",33.08
2020-11-30 00:00:00,"3,621.63",32.44
2020-11-27 00:00:00,"3,638.35",32.44
2020-11-25 00:00:00,"3,629.65",32.44
2020-11-24 00:00:00,"3,635.41",32.44
2020-11-23 00:00:00,"3,577.59",32.44
2020-11-20 00:00:00,"3,557.54",32.44
2020-11-19 00:00:00,"3,581.87",32.44
2020-11-18 00:00:00,"3,567.79",32.44
2020-11-17 00:00:00,"3,609.53",32.44
2020-11-16 00:00:00,"3,626.91",32.44
2020-11-13 00:00:00,"3,585.15",32.44
2020-11-12 00:00:00,"3,537.01",32.44
2020-11-11 00:00:00,"3,572.66",32.44
2020-11-10 00:00:00,"3,545.53",32.44
2020-11-09 00:00:00,"3,550.50",32.44
2020-11-06 00:00:00,"3,509.44",32.44
2020-11-05 00:00:00,"3,510.45",32.44
2020-11-04 00:00:00,"3,443.44",32.44
2020-11-03 00:00:00,"3,369.16",32.44
2020-11-02 00:00:00,"3,310.24",32.44
2020-10-30 00:00:00,"3,269.96",31.28
2020-10-29 00:00:00,"3,310.11",31.28
2020-10-28 00:00:00,"3,271.03",31.28
2020-10-27 00:00:00,"3,390.68",31.28
2020-10-26 00:00:00,"3,400.97",31.28
2020-10-23 00:00:00,"3,465.39",31.28
2020-10-22 00:00:00,"3,453.49",31.28
2020-10-21 00:00:00,"3,435.56",31.28
2020-10-20 00:00:00,"3,443.12",31.28
2020-10-19 00:00:00,"3,426.92",31.28
2020-10-16 00:00:00,"3,483.81",31.28
2020-10-15 00:00:00,"3,483.34",31.28
2020-10-14 00:00:00,"3,488.67",31.28
2020-10-13 00:00:00,"3,511.93",31.28
2020-10-12 00:00:00,"3,534.22",31.28
2020-10-09 00:00:00,"3,477.14",31.28
2020-10-08 00:00:00,"3,446.83",31.28
2020-10-07 00:00:00,"3,419.44",31.28
2020-10-06 00:00:00,"3,360.97",31.28
2020-10-05 00:00:00,"3,408.60",31.28
2020-10-02 00:00:00,"3,348.42",31.28
2020-10-01 00:00:00,"3,380.80",30.89
2020-09-30 00:00:00,"3,363.00",30.84
2020-09-29 00:00:00,"3,335.47",30.84
2020-09-28 00:00:00,"3,351.60",30.84
2020-09-25 00:00:00,"3,298.46",30.84
2020-09-24 00:00:00,"3,246.59",30.84
2020-09-23 00:00:00,"3,236.92",30.84
2020-09-22 00:00:00,"3,315.57",30.84
2020-09-21 00:00:00,"3,281.06",30.84
2020-09-18 00:00:00,"3,319.47",30.84
2020-09-17 00:00:00,"3,357.01",30.84
2020-09-16 00:00:00,"3,385.49",30.84
2020-09-15 00:00:00,"3,401.20",30.84
2020-09-14 00:00:00,"3,383.54",30.84
2020-09-11 00:00:00,"3,340.97",30.84
2020-09-10 00:00:00,"3,339.19",30.84
2020-09-09 00:00:00,"3,398.96",30.84
2020-09-08 00:00:00,"3,331.84",30.84
2020-09-04 00:00:00,"3,426.96",30.84
2020-09-03 00:00:00,"3,455.06",30.84
2020-09-02 00:00:00,"3,580.84",30.84
2020-09-01 00:00:00,"3,526.65",32.21
2020-08-31 00:00:00,"3,500.31",31.16
2020-08-28 00:00:00,"3,508.01",31.16
2020-08-27 00:00:00,"3,484.55",31.16
2020-08-26 00:00:00,"3,478.73",31.16
2020-08-25 00:00:00,"3,443.62",31.16
2020-08-24 00:00:00,"3,431.28",31.16
2020-08-21 00:00:00,"3,397.16",31.16
2020-08-20 00:00:00,"3,385.51",31.16
2020-08-19 00:00:00,"3,374.85",31.16
2020-08-18 00:00:00,"3,389.78",31.16
2020-08-17 00:00:00,"3,381.99",31.16
2020-08-14 00:00:00,"3,372.85",31.16
2020-08-13 00:00:00,"3,373.43",31.16
2020-08-12 00:00:00,"3,380.35",31.16
2020-08-11 00:00:00,"3,333.69",31.16
2020-08-10 00:00:00,"3,360.47",31.16
2020-08-07 00:00:00,"3,351.28",31.16
2020-08-06 00:00:00,"3,349.16",31.16
2020-08-05 00:00:00,"3,327.77",31.16
2020-08-04 00:00:00,"3,306.51",31.16
2020-08-03 00:00:00,"3,294.61",31.16
2020-07-31 00:00:00,"3,271.12",29.6
2020-07-30 00:00:00,"3,246.22",29.6
2020-07-29 00:00:00,"3,258.44",29.6
2020-07-28 00:00:00,"3,218.44",29.6
2020-07-27 00:00:00,"3,239.41",29.6
2020-07-24 00:00:00,"3,215.63",29.6
2020-07-23 00:00:00,"3,235.66",29.6
2020-07-22 00:00:00,"3,276.02",29.6
2020-07-21 00:00:00,"3,257.30",29.6
2020-07-20 00:00:00,"3,251.84",29.6
2020-07-17 00:00:00,"3,224.73",29.6
2020-07-16 00:00:00,"3,215.57",29.6
2020-07-15 00:00:00,"3,226.56",29.6
2020-07-14 00:00:00,"3,197.52",29.6
2020-07-13 00:00:00,"3,155.22",29.6
2020-07-10 00:00:00,"3,185.04",29.6
2020-07-09 00:00:00,"3,152.05",29.6
2020-07-08 00:00:00,"3,169.94",29.6
2020-07-07 00:00:00,"3,145.32",29.6
2020-07-06 00:00:00,"3,179.72",29.6
2020-07-02 00:00:00,"3,130.01",29.6
2020-07-01 00:00:00,"3,115.86",29.07
2020-06-30 00:00:00,"3,100.29",28.84
2020-06-29 00:00:00,"3,053.24",28.84
2020-06-26 00:00:00,"3,009.05",28.84
2020-06-25 00:00:00,"3,083.76",28.84
2020-06-24 00:00:00,"3,050.33",28.84
2020-06-23 00:00:00,"3,131.29",28.84
2020-06-22 00:00:00,"3,117.86",28.84
2020-06-19 00:00:00,"3,097.74",28.84
2020-06-18 00:00:00,"3,115.34",28.84
2020-06-17 00:00:00,"3,113.49",28.84
2020-06-16 00:00:00,"3,124.74",28.84
2020-06-15 00:00:00,"3,066.59",28.84
2020-06-12 00:00:00,"3,041.31",28.84
2020-06-11 00:00:00,"3,002.10",28.84
2020-06-10 00:00:00,"3,190.14",28.84
2020-06-09 00:00:00,"3,207.18",28.84
2020-06-08 00:00:00,"3,232.39",28.84
2020-06-05 00:00:00,"3,193.93",28.84
2020-06-04 00:00:00,"3,112.35",28.84
2020-06-03 00:00:00,"3,122.87",28.84
2020-06-02 00:00:00,"3,080.82",28.84
2020-06-01 00:00:00,"3,055.73",27.33
2020-05-29 00:00:00,"3,044.31",27.33
2020-05-28 00:00:00,"3,029.73",27.33
2020-05-27 00:00:00,"3,036.13",27.33
2020-05-26 00:00:00,"2,991.77",27.33
2020-05-22 00:00:00,"2,955.45",27.33
2020-05-21 00:00:00,"2,948.51",27.33
2020-05-20 00:00:00,"2,971.61",27.33
2020-05-19 00:00:00,"2,922.94",27.33
2020-05-18 00:00:00,"2,953.91",27.33
2020-05-15 00:00:00,"2,863.70",27.33
2020-05-14 00:00:00,"2,852.50",27.33
2020-05-13 00:00:00,"2,820.00",27.33
2020-05-12 00:00:00,"2,870.12",27.33
2020-05-11 00:00:00,"2,930.19",27.33
2020-05-08 00:00:00,"2,929.80",27.33
2020-05-07 00:00:00,"2,881.19",27.33
2020-05-06 00:00:00,"2,848.42",27.33
2020-05-05 00:00:00,"2,868.44",27.33
2020-05-04 00:00:00,"2,842.74",27.33
2020-05-01 00:00:00,"2,830.71",27.27
2020-04-30 00:00:00,"2,912.43",25.93
2020-04-29 00:00:00,"2,939.51",25.93
2020-04-28 00:00:00,"2,863.39",25.93
2020-04-27 00:00:00,"2,878.48",25.93
2020-04-24 00:00:00,"2,836.74",25.93
2020-04-23 00:00:00,"2,797.80",25.93
2020-04-22 00:00:00,"2,799.31",25.93
2020-04-21 00:00:00,"2,736.56",25.93
2020-04-20 00:00:00,"2,823.16",25.93
2020-04-17 00:00:00,"2,874.56",25.93
2020-04-16 00:00:00,"2,799.55",25.93
2020-04-15 00:00:00,"2,783.36",25.93
2020-04-14 00:00:00,"2,846.06",25.93
2020-04-13 00:00:00,"2,761.63",25.93
2020-04-09 00:00:00,"2,789.82",25.93
2020-04-08 00:00:00,"2,749.98",25.93
2020-04-07 00:00:00,"2,659.41",25.93
2020-04-06 00:00:00,"2,663.68",25.93
2020-04-03 00:00:00,"2,488.65",25.93
2020-04-02 00:00:00,"2,526.90",25.93
2020-04-01 00:00:00,"2,470.50",24.4
2020-03-31 00:00:00,"2,584.59",24.82
2020-03-30 00:00:00,"2,626.65",24.82
2020-03-27 00:00:00,"2,541.47",24.82
2020-03-26 00:00:00,"2,630.07",24.82
2020-03-25 00:00:00,"2,475.56",24.82
2020-03-24 00:00:00,"2,447.33",24.82
2020-03-23 00:00:00,"2,237.40",24.82
2020-03-20 00:00:00,"2,304.92",24.82
2020-03-19 00:00:00,"2,409.39",24.82
2020-03-18 00:00:00,"2,398.10",24.82
2020-03-17 00:00:00,"2,529.19",24.82
2020-03-16 00:00:00,"2,386.13",24.82
2020-03-13 00:00:00,"2,711.02",24.82
2020-03-12 00:00:00,"2,480.64",24.82
2020-03-11 00:00:00,"2,741.38",24.82
2020-03-10 00:00:00,"2,882.23",24.82
2020-03-09 00:00:00,"2,746.56",24.82
2020-03-06 00:00:00,"2,972.37",24.82
2020-03-05 00:00:00,"3,023.94",24.82
2020-03-04 00:00:00,"3,130.12",24.82
2020-03-03 00:00:00,"3,003.37",24.82
2020-03-02 00:00:00,"3,090.23",24.82
2020-02-28 00:00:00,"2,954.22",30.73
2020-02-27 00:00:00,"2,978.76",30.73
2020-02-26 00:00:00,"3,116.39",30.73
2020-02-25 00:00:00,"3,128.21",30.73
2020-02-24 00:00:00,"3,225.89",30.73
2020-02-21 00:00:00,"3,337.75",30.73
2020-02-20 00:00:00,"3,373.23",30.73
2020-02-19 00:00:00,"3,386.15",30.73
2020-02-18 00:00:00,"3,370.29",30.73
2020-02-14 00:00:00,"3,380.16",30.73
2020-02-13 00:00:00,"3,373.94",30.73
2020-02-12 00:00:00,"3,379.45",30.73
2020-02-11 00:00:00,"3,357.75",30.73
2020-02-10 00:00:00,"3,352.09",30.73
2020-02-07 00:00:00,"3,327.71",30.73
2020-02-06 00:00:00,"3,345.78",30.73
2020-02-05 00:00:00,"3,334.69",30.73
2020-02-04 00:00:00,"3,297.59",30.73
2020-02-03 00:00:00,"3,248.92",30.73
2020-01-31 00:00:00,"3,225.52",30.99
2020-01-30 00:00:00,"3,283.66",30.99
2020-01-29 00:00:00,"3,273.40",30.99
2020-01-28 00:00:00,"3,276.24",30.99
2020-01-27 00:00:00,"3,243.63",30.99
2020-01-24 00:00:00,"3,295.47",30.99
2020-01-23 00:00:00,"3,325.54",30.99
2020-01-22 00:00:00,"3,321.75",30.99
2020-01-21 00:00:00,"3,320.79",30.99
2020-01-17 00:00:00,"3,329.62",30.99
2020-01-16 00:00:00,"3,316.81",30.99
2020-01-15 00:00:00,"3,289.29",30.99
2020-01-14 00:00:00,"3,283.15",30.99
2020-01-13 00:00:00,"3,288.13",30.99
2020-01-10 00:00:00,"3,265.35",30.99
2020-01-09 00:00:00,"3,274.70",30.99
2020-01-08 00:00:00,"3,253.05",30.99
2020-01-07 00:00:00,"3,237.18",30.99
2020-01-06 00:00:00,"3,246.28",30.99
2020-01-03 00:00:00,"3,234.85",30.99
2020-01-02 00:00:00,"3,257.85",30.99
2019-12-31 00:00:00,"3,230.78",30.33
2019-12-30 00:00:00,"3,221.29",30.33
2019-12-27 00:00:00,"3,240.02",30.33
2019-12-26 00:00:00,"3,239.91",30.33
2019-12-24 00:00:00,"3,223.38",30.33
2019-12-23 00:00:00,"3,224.01",30.33
2019-12-20 00:00:00,"3,221.22",30.33
2019-12-19 00:00:00,"3,205.37",30.33
2019-12-18 00:00:00,"3,191.14",30.33
2019-12-17 00:00:00,"3,192.52",30.33
2019-12-16 00:00:00,"3,191.45",30.33
2019-12-13 00:00:00,"3,168.80",30.33
2019-12-12 00:00:00,"3,168.57",30.33
2019-12-11 00:00:00,"3,141.63",30.33
2019-12-10 00:00:00,"3,132.52",30.33
2019-12-09 00:00:00,"3,135.96",30.33
2019-12-06 00:00:00,"3,145.91",30.33
2019-12-05 00:00:00,"3,117.43",30.33
2019-12-04 00:00:00,"3,112.76",30.33
2019-12-03 00:00:00,"3,093.20",30.33
2019-12-02 00:00:00,"3,113.87",30.33
2019-11-29 00:00:00,"3,140.98",29.84
2019-11-27 00:00:00,"3,153.63",29.84
2019-11-26 00:00:00,"3,140.52",29.84
2019-11-25 00:00:00,"3,133.64",29.84
2019-11-22 00:00:00,"3,110.29",29.84
2019-11-21 00:00:00,"3,103.54",29.84
2019-11-20 00:00:00,"3,108.46",29.84
2019-11-19 00:00:00,"3,120.18",29.84
2019-11-18 00:00:00,"3,122.03",29.84
2019-11-15 00:00:00,"3,120.46",29.84
2019-11-14 00:00:00,"3,096.63",29.84
2019-11-13 00:00:00,"3,094.04",29.84
2019-11-12 00:00:00,"3,091.84",29.84
2019-11-11 00:00:00,"3,087.01",29.84
2019-11-08 00:00:00,"3,093.08",29.84
2019-11-07 00:00:00,"3,085.18",29.84
2019-11-06 00:00:00,"3,076.78",29.84
2019-11-05 00:00:00,"3,074.62",29.84
2019-11-04 00:00:00,"3,078.27",29.84
2019-11-01 00:00:00,"3,066.91",28.84
2019-10-31 00:00:00,"3,037.56",28.84
2019-10-30 00:00:00,"3,046.77",28.84
2019-10-29 00:00:00,"3,036.89",28.84
2019-10-28 00:00:00,"3,039.42",28.84
2019-10-25 00:00:00,"3,022.55",28.84
2019-10-24 00:00:00,"3,010.29",28.84
2019-10-23 00:00:00,"3,004.52",28.84
2019-10-22 00:00:00,"2,995.99",28.84
2019-10-21 00:00:00,"3,006.72",28.84
2019-10-18 00:00:00,"2,986.20",28.84
2019-10-17 00:00:00,"2,997.95",28.84
2019-10-16 00:00:00,"2,989.69",28.84
2019-10-15 00:00:00,"2,995.68",28.84
2019-10-14 00:00:00,"2,966.15",28.84
2019-10-11 00:00:00,"2,970.27",28.84
2019-10-10 00:00:00,"2,938.13",28.84
2019-10-09 00:00:00,"2,919.40",28.84
2019-10-08 00:00:00,"2,893.06",28.84
2019-10-07 00:00:00,"2,938.79",28.84
2019-10-04 00:00:00,"2,952.01",28.84
2019-10-03 00:00:00,"2,910.63",28.84
2019-10-02 00:00:00,"2,887.61",28.84
2019-10-01 00:00:00,"2,940.25",29.23
2019-09-30 00:00:00,"2,976.74",29.23
2019-09-27 00:00:00,"2,961.79",29.23
2019-09-26 00:00:00,"2,977.62",29.23
2019-09-25 00:00:00,"2,984.87",29.23
2019-09-24 00:00:00,"2,966.60",29.23
2019-09-23 00:00:00,"2,991.78",29.23
2019-09-20 00:00:00,"2,992.07",29.23
2019-09-19 00:00:00,"3,006.79",29.23
2019-09-18 00:00:00,"3,006.73",29.23
2019-09-17 00:00:00,"3,005.70",29.23
2019-09-16 00:00:00,"2,997.96",29.23
2019-09-13 00:00:00,"3,007.39",29.23
2019-09-12 00:00:00,"3,009.57",29.23
2019-09-11 00:00:00,"3,000.93",29.23
2019-09-10 00:00:00,"2,979.39",29.23
2019-09-09 00:00:00,"2,978.43",29.23
2019-09-06 00:00:00,"2,978.71",29.23
2019-09-05 00:00:00,"2,976.00",29.23
2019-09-04 00:00:00,"2,937.78",29.23
2019-09-03 00:00:00,"2,906.27",29.23
2019-08-30 00:00:00,"2,926.46",28.71
2019-08-29 00:00:00,"2,924.58",28.71
2019-08-28 00:00:00,"2,887.94",28.71
2019-08-27 00:00:00,"2,869.16",28.71
2019-08-26 00:00:00,"2,878.38",28.71
2019-08-23 00:00:00,"2,847.11",28.71
2019-08-22 00:00:00,"2,922.95",28.71
2019-08-21 00:00:00,"2,924.43",28.71
2019-08-20 00:00:00,"2,900.51",28.71
2019-08-19 00:00:00,"2,923.65",28.71
2019-08-16 00:00:00,"2,888.68",28.71
2019-08-15 00:00:00,"2,847.60",28.71
2019-08-14 00:00:00,"2,840.60",28.71
2019-08-13 00:00:00,"2,926.32",28.71
2019-08-12 00:00:00,"2,882.70",28.71
2019-08-09 00:00:00,"2,918.65",28.71
2019-08-08 00:00:00,"2,938.09",28.71
2019-08-07 00:00:00,"2,883.98",28.71
2019-08-06 00:00:00,"2,881.77",28.71
2019-08-05 00:00:00,"2,844.74",28.71
2019-08-02 00:00:00,"2,932.05",28.71
2019-08-01 00:00:00,"2,953.56",29.99
2019-07-31 00:00:00,"2,980.38",29.99
2019-07-30 00:00:00,"3,013.18",29.99
2019-07-29 00:00:00,"3,020.97",29.99
2019-07-26 00:00:00,"3,025.86",29.99
2019-07-25 00:00:00,"3,003.67",29.99
2019-07-24 00:00:00,"3,019.56",29.99
2019-07-23 00:00:00,"3,005.47",29.99
2019-07-22 00:00:00,"2,985.03",29.99
2019-07-19 00:00:00,"2,976.61",29.99
2019-07-18 00:00:00,"2,995.11",29.99
2019-07-17 00:00:00,"2,984.42",29.99
2019-07-16 00:00:00,"3,004.04",29.99
2019-07-15 00:00:00,"3,014.30",29.99
2019-07-12 00:00:00,"3,013.77",29.99
2019-07-11 00:00:00,"2,999.91",29.99
2019-07-10 00:00:00,"2,993.07",29.99
2019-07-09 00:00:00,"2,979.63",29.99
2019-07-08 00:00:00,"2,975.95",29.99
2019-07-05 00:00:00,"2,990.41",29.99
2019-07-03 00:00:00,"2,995.82",29.99
2019-07-02 00:00:00,"2,973.01",29.99
2019-07-01 00:00:00,"2,964.33",29.28
2019-06-28 00:00:00,"2,941.76",29.28
2019-06-27 00:00:00,"2,924.92",29.28
2019-06-26 00:00:00,"2,913.78",29.28
2019-06-25 00:00:00,"2,917.38",29.28
2019-06-24 00:00:00,"2,945.35",29.28
2019-06-21 00:00:00,"2,950.46",29.28
2019-06-20 00:00:00,"2,954.18",29.28
2019-06-19 00:00:00,"2,926.46",29.28
2019-06-18 00:00:00,"2,917.75",29.28
2019-06-17 00:00:00,"2,889.67",29.28
2019-06-14 00:00:00,"2,886.98",29.28
2019-06-13 00:00:00,"2,891.64",29.28
2019-06-12 00:00:00,"2,879.84",29.28
2019-06-11 00:00:00,"2,885.72",29.28
2019-06-10 00:00:00,"2,886.73",29.28
2019-06-07 00:00:00,"2,873.34",29.28
2019-06-06 00:00:00,"2,843.49",29.28
2019-06-05 00:00:00,"2,826.15",29.28
2019-06-04 00:00:00,"2,803.27",29.28
2019-06-03 00:00:00,"2,744.45",29.28
2019-05-31 00:00:00,"2,752.06",29.24
2019-05-30 00:00:00,"2,788.86",29.24
2019-05-29 00:00:00,"2,783.02",29.24
2019-05-28 00:00:00,"2,802.39",29.24
2019-05-24 00:00:00,"2,826.06",29.24
2019-05-23 00:00:00,"2,822.24",29.24
2019-05-22 00:00:00,"2,856.27",29.24
2019-05-21 00:00:00,"2,864.36",29.24
2019-05-20 00:00:00,"2,840.23",29.24
2019-05-17 00:00:00,"2,859.53",29.24
2019-05-16 00:00:00,"2,876.32",29.24
2019-05-15 00:00:00,"2,850.96",29.24
2019-05-14 00:00:00,"2,834.41",29.24
2019-05-13 00:00:00,"2,811.87",29.24
2019-05-10 00:00:00,"2,881.40",29.24
2019-05-09 00:00:00,"2,870.72",29.24
2019-05-08 00:00:00,"2,879.42",29.24
2019-05-07 00:00:00,"2,884.05",29.24
2019-05-06 00:00:00,"2,932.47",29.24
2019-05-03 00:00:00,"2,945.64",29.24
2019-05-02 00:00:00,"2,917.52",29.24
2019-05-01 00:00:00,"2,923.73",30.13
2019-04-30 00:00:00,"2,945.83",30.13
2019-04-29 00:00:00,"2,943.03",30.13
2019-04-26 00:00:00,"2,939.88",30.13
2019-04-25 00:00:00,"2,926.17",30.13
2019-04-24 00:00:00,"2,927.25",30.13
2019-04-23 00:00:00,"2,933.68",30.13
2019-04-22 00:00:00,"2,907.97",30.13
2019-04-18 00:00:00,"2,905.03",30.13
2019-04-17 00:00:00,"2,900.45",30.13
2019-04-16 00:00:00,"2,907.06",30.13
2019-04-15 00:00:00,"2,905.58",30.13
2019-04-12 00:00:00,"2,907.41",30.13
2019-04-11 00:00:00,"2,888.32",30.13
2019-04-10 00:00:00,"2,888.21",30.13
2019-04-09 00:00:00,"2,878.20",30.13
2019-04-08 00:00:00,"2,895.77",30.13
2019-04-05 00:00:00,"2,892.74",30.13
2019-04-04 00:00:00,"2,879.39",30.13
2019-04-03 00:00:00,"2,873.40",30.13
2019-04-02 00:00:00,"2,867.24",30.13
2019-04-01 00:00:00,"2,867.19",29.58
2019-03-29 00:00:00,"2,834.40",29.58
2019-03-28 00:00:00,"2,815.44",29.58
2019-03-27 00:00:00,"2,805.37",29.58
2019-03-26 00:00:00,"2,818.46",29.58
2019-03-25 00:00:00,"2,798.36",29.58
2019-03-22 00:00:00,"2,800.71",29.58
2019-03-21 00:00:00,"2,854.88",29.58
2019-03-20 00:00:00,"2,824.23",29.58
2019-03-19 00:00:00,"2,832.57",29.58
2019-03-18 00:00:00,"2,832.94",29.58
2019-03-15 00:00:00,"2,822.48",29.58
2019-03-14 00:00:00,"2,808.48",29.58
2019-03-13 00:00:00,"2,810.92",29.58
2019-03-12 00:00:00,"2,791.52",29.58
2019-03-11 00:00:00,"2,783.30",29.58
2019-03-08 00:00:00,"2,743.07",29.58
2019-03-07 00:00:00,"2,748.93",29.58
2019-03-06 00:00:00,"2,771.45",29.58
2019-03-05 00:00:00,"2,789.65",29.58
2019-03-04 00:00:00,"2,792.81",29.58
2019-03-01 00:00:00,"2,803.69",29.54
2019-02-28 00:00:00,"2,784.49",29.54
2019-02-27 00:00:00,"2,792.38",29.54
2019-02-26 00:00:00,"2,793.90",29.54
2019-02-25 00:00:00,"2,796.11",29.54
2019-02-22 00:00:00,"2,792.67",29.54
2019-02-21 00:00:00,"2,774.88",29.54
2019-02-20 00:00:00,"2,784.70",29.54
2019-02-19 00:00:00,"2,779.76",29.54
2019-02-15 00:00:00,"2,775.60",29.54
2019-02-14 00:00:00,"2,745.73",29.54
2019-02-13 00:00:00,"2,753.03",29.54
2019-02-12 00:00:00,"2,744.73",29.54
2019-02-11 00:00:00,"2,709.80",29.54
2019-02-08 00:00:00,"2,707.88",29.54
2019-02-07 00:00:00,"2,706.05",29.54
2019-02-06 00:00:00,"2,731.61",29.54
2019-02-05 00:00:00,"2,737.70",29.54
2019-02-04 00:00:00,"2,724.87",29.54
2019-02-01 00:00:00,"2,706.53",28.38
2019-01-31 00:00:00,"2,704.10",28.38
2019-01-30 00:00:00,"2,681.05",28.38
2019-01-29 00:00:00,"2,640.00",28.38
2019-01-28 00:00:00,"2,643.85",28.38
2019-01-25 00:00:00,"2,664.76",28.38
2019-01-24 00:00:00,"2,642.33",28.38
2019-01-23 00:00:00,"2,638.70",28.38
2019-01-22 00:00:00,"2,632.90",28.38
2019-01-18 00:00:00,"2,670.71",28.38
2019-01-17 00:00:00,"2,635.96",28.38
2019-01-16 00:00:00,"2,616.10",28.38
2019-01-15 00:00:00,"2,610.30",28.38
2019-01-14 00:00:00,"2,582.61",28.38
2019-01-11 00:00:00,"2,596.26",28.38
2019-01-10 00:00:00,"2,596.64",28.38
2019-01-09 00:00:00,"2,584.96",28.38
2019-01-08 00:00:00,"2,574.41",28.38
2019-01-07 00:00:00,"2,549.69",28.38
2019-01-04 00:00:00,"2,531.94",28.38
2019-01-03 00:00:00,"2,447.89",28.38
2019-01-02 00:00:00,"2,510.03",28.38
2018-12-31 00:00:00,"2,506.85",28.29
2018-12-28 00:00:00,"2,485.74",28.29
2018-12-27 00:00:00,"2,488.83",28.29
2018-12-26 00:00:00,"2,467.70",28.29
2018-12-24 00:00:00,"2,351.10",28.29
2018-12-21 00:00:00,"2,416.62",28.29
2018-12-20 00:00:00,"2,467.42",28.29
2018-12-19 00:00:00,"2,506.96",28.29
2018-12-18 00:00:00,"2,546.16",28.29
2018-12-17 00:00:00,"2,545.94",28.29
2018-12-14 00:00:00,"2,599.95",28.29
2018-12-13 00:00:00,"2,650.54",28.29
2018-12-12 00:00:00,"2,651.07",28.29
2018-12-11 00:00:00,"2,636.78",28.29
2018-12-10 00:00:00,"2,637.72",28.29
2018-12-07 00:00:00,"2,633.08",28.29
2018-12-06 00:00:00,"2,695.95",28.29
2018-12-04 00:00:00,"2,700.06",28.29
2018-12-03 00:00:00,"2,790.37",28.29
2018-11-30 00:00:00,"2,760.17",30.2
2018-11-29 00:00:00,"2,737.80",30.2
2018-11-28 00:00:00,"2,743.79",30.2
2018-11-27 00:00:00,"2,682.17",30.2
2018-11-26 00:00:00,"2,673.45",30.2
2018-11-23 00:00:00,"2,632.56",30.2
2018-11-21 00:00:00,"2,649.93",30.2
2018-11-20 00:00:00,"2,641.89",30.2
2018-11-19 00:00:00,"2,690.73",30.2
2018-11-16 00:00:00,"2,736.27",30.2
2018-11-15 00:00:00,"2,730.20",30.2
2018-11-14 00:00:00,"2,701.58",30.2
2018-11-13 00:00:00,"2,722.18",30.2
2018-11-12 00:00:00,"2,726.22",30.2
2018-11-09 00:00:00,"2,781.01",30.2
2018-11-08 00:00:00,"2,806.83",30.2
2018-11-07 00:00:00,"2,813.89",30.2
2018-11-06 00:00:00,"2,755.45",30.2
2018-11-05 00:00:00,"2,738.31",30.2
2018-11-02 00:00:00,"2,723.06",30.2
2018-11-01 00:00:00,"2,740.37",31.04
2018-10-31 00:00:00,"2,711.74",31.04
2018-10-30 00:00:00,"2,682.63",31.04
2018-10-29 00:00:00,"2,641.25",31.04
2018-10-26 00:00:00,"2,658.69",31.04
2018-10-25 00:00:00,"2,705.57",31.04
2018-10-24 00:00:00,"2,656.10",31.04
2018-10-23 00:00:00,"2,740.69",31.04
2018-10-22 00:00:00,"2,755.88",31.04
2018-10-19 00:00:00,"2,767.78",31.04
2018-10-18 00:00:00,"2,768.78",31.04
2018-10-17 00:00:00,"2,809.21",31.04
2018-10-16 00:00:00,"2,809.92",31.04
2018-10-15 00:00:00,"2,750.79",31.04
2018-10-12 00:00:00,"2,767.13",31.04
2018-10-11 00:00:00,"2,728.37",31.04
2018-10-10 00:00:00,"2,785.68",31.04
2018-10-09 00:00:00,"2,880.34",31.04
2018-10-08 00:00:00,"2,884.43",31.04
2018-10-05 00:00:00,"2,885.57",31.04
2018-10-04 00:00:00,"2,901.61",31.04
2018-10-03 00:00:00,"2,925.51",31.04
2018-10-02 00:00:00,"2,923.43",31.04
2018-10-01 00:00:00,"2,924.59",32.62
2018-09-28 00:00:00,"2,913.98",32.62
2018-09-27 00:00:00,"2,914.00",32.62
2018-09-26 00:00:00,"2,905.97",32.62
2018-09-25 00:00:00,"2,915.56",32.62
2018-09-24 00:00:00,"2,919.37",32.62
2018-09-21 00:00:00,"2,929.67",32.62
2018-09-20 00:00:00,"2,930.75",32.62
2018-09-19 00:00:00,"2,907.95",32.62
2018-09-18 00:00:00,"2,904.31",32.62
2018-09-17 00:00:00,"2,888.80",32.62
2018-09-14 00:00:00,"2,904.98",32.62
2018-09-13 00:00:00,"2,904.18",32.62
2018-09-12 00:00:00,"2,888.92",32.62
2018-09-11 00:00:00,"2,887.89",32.62
2018-09-10 00:00:00,"2,877.13",32.62
